h3_cell,road_count,total_length_m,avg_lat,avg_lon,primary_ratio
873908a5affffff,4,27367.70,39.460317,-2.502336,0.00
877505644ffffff,190,952713.26,7.388950,-2.483118,0.00
8759950b2ffffff,12,24082.64,12.662721,-2.423404,0.00
87390db24ffffff,511,1277304.87,40.759067,-2.426857,0.00
877501208ffffff,60,1601890.58,6.516748,-2.518103,0.93
873806d30ffffff,4,152600.69,33.689670,-2.420337,1.00
877501329ffffff,345,544026.54,6.648713,-2.427598,0.27
873815403ffffff,27,1194156.31,32.094516,-2.459278,0.00
87750570affffff,9,128032.05,7.552048,-2.528185,1.00
87390b551ffffff,443,4484471.71,38.118241,-2.410933,0.00
87599546cffffff,25,196959.40,12.596486,-2.391680,1.00
8759a248dffffff,38,128605.89,15.061302,-2.521949,0.00
877508cccffffff,17,91103.98,5.504233,-2.509768,0.00
87750131dffffff,109,772561.17,6.646382,-2.506839,0.00
87383105dffffff,118,1968410.87,34.328434,-2.382152,0.00
877522921ffffff,7,284920.28,9.746338,-2.343962,0.00
87599555effffff,109,357921.31,12.609277,-2.503237,0.17
8759b36d3ffffff,3,133734.10,13.103046,-2.754681,0.00
8759a5ca8ffffff,16,3932958.92,17.331684,-1.999819,0.00
877505674ffffff,34,329850.76,7.432230,-2.503965,0.79
8738ae733ffffff,5,1121493.50,28.200844,-2.590100,1.00
877505cccffffff,21,25619.88,7.926484,-2.507191,0.00
8759a2542ffffff,5,99570.08,15.305903,-2.496658,0.00
8759903b4ffffff,22,514932.35,11.835006,-2.485921,1.00
87750c681ffffff,12,83963.31,5.869198,-2.406748,1.00
87390d060ffffff,110,301540.02,40.321674,-2.417529,0.00
875990a21ffffff,337,400224.91,12.225866,-2.420164,0.01
8739768a6ffffff,348,777767.44,41.577420,-2.437560,0.09
8759340a5ffffff,7,747678.48,21.893031,-1.957655,1.00
875569653ffffff,5,53680.08,17.770738,-2.498480,0.00
875993ca5ffffff,153,589364.52,11.134309,-2.434194,0.00
877526295ffffff,9,60834.88,9.870313,-2.371552,0.00
8759b335dffffff,157,475331.48,13.626056,-2.514941,0.00
87390d6a4ffffff,78,330672.87,39.770254,-2.491398,0.00
873824a55ffffff,9,292470.83,37.628183,-2.125005,1.00
875993506ffffff,14,682789.20,10.941769,-2.353339,1.00
8775080d5ffffff,1,9897.54,5.214126,-2.438707,0.00
873831baaffffff,89,510238.76,34.659551,-2.427866,0.31
8759b106affffff,141,201343.27,14.568601,-2.466650,0.00
873831003ffffff,99,1365742.70,34.312458,-2.561177,1.00
877501ba4ffffff,19,355079.44,6.963089,-2.372989,1.00
8759a6b09ffffff,1,56382.09,16.680185,-2.740045,0.00
877526d85ffffff,21,308405.88,10.693652,-2.538803,0.57
87390bc65ffffff,933,871401.79,38.507917,-2.469718,0.07
873929a5affffff,1370,1413233.68,42.408182,-2.487176,0.03
875990b54ffffff,15,123657.60,12.275377,-2.414113,0.93
875990b28ffffff,369,529449.25,12.322149,-2.472251,0.06
87752600effffff,11,425449.77,10.184864,-2.331971,0.00
873831b21ffffff,293,2570380.15,34.840695,-2.416380,0.92
8739769a5ffffff,151,789990.74,41.721814,-2.523496,0.00
875995c48ffffff,16,37423.47,12.901220,-2.499030,0.44
8738150a1ffffff,8,468583.79,32.354953,-2.240207,1.00
8759b325cffffff,786,881355.05,13.505246,-2.447034,0.03
8759b32e3ffffff,159,250520.71,13.447935,-2.505198,0.00
877508769ffffff,3,15905.53,5.051055,-2.397624,1.00
877508ccbffffff,51,760134.06,5.467259,-2.530515,0.00
8738104c5ffffff,10,961187.26,30.957481,-2.750900,1.00
873976cc0ffffff,319,574431.81,41.225865,-2.506202,0.10
873815d6bffffff,245,1583519.19,32.684651,-2.531153,0.00
875993c80ffffff,14,181119.95,11.057053,-2.419096,1.00
877501b99ffffff,116,388731.61,6.861482,-2.425871,0.00
8759b32edffffff,392,358402.99,13.466342,-2.462712,0.02
8738332ddffffff,1,10921.14,33.055284,-2.378543,1.00
877508d65ffffff,12,727612.21,5.685242,-2.310689,1.00
877505713ffffff,20,484424.28,7.596432,-2.581937,1.00
875916471ffffff,7,1720669.53,18.021582,-1.379465,0.00
877505659ffffff,84,167490.03,7.317767,-2.502835,0.00
8759a428effffff,15,3687148.99,16.991420,-2.248894,0.00
8759a0d30ffffff,18,292713.59,16.620001,-2.491695,0.00
87390db15ffffff,4,11153.58,40.661496,-2.433302,0.00
873824b8effffff,67,206352.72,37.573712,-2.417496,0.00
87750c429ffffff,17,334745.73,6.194860,-2.347438,1.00
873831705ffffff,48,267459.61,34.075677,-2.513714,0.00
877508983ffffff,23,1394590.07,5.633459,-2.249512,1.00
8775018cbffffff,54,756123.73,6.952687,-2.475509,0.00
87390bcdaffffff,532,1927457.94,38.204037,-2.501676,0.00
873815c2bffffff,8,93905.39,32.533490,-2.590786,0.00
8759a0d35ffffff,17,197433.56,16.639618,-2.490931,0.00
873831862ffffff,238,6385093.96,34.794071,-2.620090,1.00
8775050a0ffffff,12,349877.25,7.757860,-2.461357,1.00
87390b4c6ffffff,1,36310.52,37.875701,-2.369481,1.00
8759a6274ffffff,19,140093.59,16.248073,-2.507805,0.00
875993985ffffff,14,425623.60,11.453345,-2.274770,1.00
873831b84ffffff,134,323533.22,34.654241,-2.485868,0.03
875992266ffffff,31,379294.76,10.990202,-2.507792,0.13
873976928ffffff,12,67426.45,41.831798,-2.401890,0.00
8759a2bb2ffffff,63,2089790.00,15.719311,-2.264706,0.00
8759a2465ffffff,37,736818.58,15.262335,-2.411079,0.00
8775223a8ffffff,13,188559.53,9.114798,-2.562648,0.00
87750866affffff,699,498899.01,4.966304,-2.471872,0.09
877522a88ffffff,12,144016.58,9.204818,-2.406737,0.00
875995462ffffff,197,796215.98,12.578317,-2.439636,0.15
8759958f6ffffff,70,377394.80,13.061461,-2.432700,0.00
87390db34ffffff,40,37214.06,40.716020,-2.485078,0.00
875993cf2ffffff,9,116434.25,11.074118,-2.347355,1.00
877508ce5ffffff,57,1247883.84,5.567914,-2.489824,0.19
8775080a3ffffff,78,993866.48,5.332482,-2.478560,0.00
87390d632ffffff,86,269123.41,39.832030,-2.468199,0.00
8759a62f4ffffff,3,92354.46,16.116746,-2.547419,0.00
87750515cffffff,20,517974.86,7.703048,-2.250978,0.00
873908b69ffffff,16,93807.36,39.717163,-2.561927,0.00
8759a5c8effffff,23,5653628.45,17.278537,-2.011823,0.00
873824bacffffff,162,1226344.61,37.653421,-2.433952,0.00
875995450ffffff,48,738583.30,12.506221,-2.447271,0.00
87390bcdeffffff,283,2765362.33,38.219358,-2.512634,0.51
873976c63ffffff,53,145727.25,41.411488,-2.454617,0.00
877501b92ffffff,62,131390.49,6.924458,-2.469302,0.00
873885004ffffff,7,1570090.91,27.444343,-3.006217,1.00
873831718ffffff,66,162960.65,34.013249,-2.503885,0.00
873815c44ffffff,31,114743.82,32.550183,-2.491256,0.74
87750874bffffff,348,831885.64,5.030764,-2.450667,0.18
8759b324cffffff,624,392991.33,13.544994,-2.419147,0.03
873833213ffffff,109,2388207.36,33.153560,-2.552890,0.00
87390d6b4ffffff,47,272676.51,39.717538,-2.542137,0.00
877504b65ffffff,124,23717.03,8.456700,-2.425208,0.00
873815c66ffffff,45,138361.64,32.587762,-2.520807,0.00
87390bc43ffffff,227,344870.86,38.405359,-2.432577,0.00
8775050c0ffffff,7,313128.11,7.614103,-2.398491,1.00
87390d740ffffff,1,11002.05,39.985121,-2.331758,1.00
87556971cffffff,1,13141.22,18.002019,-2.501997,0.00
8759b1a9effffff,150,178721.98,14.627224,-2.449721,0.00
877526172ffffff,14,541481.52,10.280531,-2.244745,0.00
875993c83ffffff,4,51748.56,11.057423,-2.410275,1.00
8759b13a5ffffff,142,1018929.25,14.501636,-2.414467,0.00
875990aa2ffffff,48,445677.27,12.080733,-2.486896,0.19
8759a46ddffffff,1,36356.24,16.707561,-2.367063,0.00
877526c09ffffff,40,593326.08,10.505856,-2.438840,0.00
873976486ffffff,11,24824.40,40.809984,-2.527145,0.00
8775050acffffff,145,1553950.55,7.722153,-2.428665,0.00
87382400dffffff,411,2028841.05,37.300893,-2.504914,0.63
8759a5c2affffff,19,4670388.72,17.449225,-1.974208,0.00
87390bc64ffffff,197,1094709.10,38.508056,-2.496475,0.54
87390b553ffffff,230,2326072.62,38.097445,-2.421934,0.00
8738ac901ffffff,8,179668.42,30.017727,-2.451922,1.00
8759a2018ffffff,19,709716.48,15.409954,-2.289371,0.00
873810109ffffff,6,208187.85,31.509515,-2.612521,1.00
877508199ffffff,55,272692.19,5.380401,-2.467854,0.00
875995972ffffff,120,435191.51,13.292233,-2.469761,0.00
875993d03ffffff,26,37234.51,11.291788,-2.456939,0.00
87383328bffffff,239,1673111.54,33.045243,-2.507659,0.00
8759a24caffffff,4,10628.22,15.026751,-2.405522,0.00
875986cb6ffffff,185,555389.89,13.683266,-2.482988,0.00
8759a5884ffffff,6,1474859.60,17.599677,-1.821345,0.00
875990b1affffff,380,557678.95,12.219111,-2.492550,0.06
873824b23ffffff,333,1178245.70,37.776183,-2.407987,0.00
877526d03ffffff,7,47970.74,10.689541,-2.438581,0.43
873831143ffffff,426,453186.29,34.473294,-2.506266,0.00
87390b509ffffff,427,647916.12,38.124804,-2.479197,0.00
87390d84affffff,78,55002.86,40.633197,-2.506406,1.00
877501371ffffff,7,82354.07,6.603800,-2.412850,0.00
873908ac8ffffff,253,885147.40,39.385807,-2.503956,0.13
8759b32e5ffffff,329,442561.52,13.483112,-2.508491,0.00
8775018e0ffffff,50,80551.33,7.058688,-2.460984,0.00
8759b161effffff,107,1293605.95,14.116810,-2.498703,0.00
8775234caffffff,186,2108817.16,8.492797,-2.435411,0.00
8775018c4ffffff,88,1068989.40,7.038309,-2.484769,0.62
8759900d9ffffff,14,327684.22,11.743470,-2.521061,1.00
875995870ffffff,26,414193.49,13.191080,-2.366797,0.46
87752654bffffff,32,562564.73,10.261160,-2.552267,0.00
873929351ffffff,91,414224.39,42.168306,-2.464524,0.00
877505c2affffff,174,304584.03,8.055227,-2.449279,0.00
873833359ffffff,1,827.58,33.310895,-2.420597,0.00
877526628ffffff,28,169795.15,9.952171,-2.508687,0.21
877501205ffffff,58,344192.93,6.562462,-2.520564,0.00
8759340c3ffffff,6,640867.27,21.823290,-1.772386,1.00
8738310daffffff,2,2041.57,34.147583,-2.454362,0.00
87397690bffffff,22,255341.74,41.758364,-2.344039,0.00
873815989ffffff,4,31327.06,32.799868,-2.452602,0.00
877522ab0ffffff,34,71458.75,9.299384,-2.447950,0.00
877522bb2ffffff,28,22874.40,9.420279,-2.433223,0.00
8759a6a75ffffff,2,49084.91,16.623655,-2.621009,0.00
87382248bffffff,529,1362404.83,34.879674,-2.440562,0.22
8775261b2ffffff,28,443215.59,10.388451,-2.469254,0.54
877522ab3ffffff,170,524937.88,9.283571,-2.453934,0.05
877526649ffffff,206,709375.18,9.782108,-2.442573,0.00
877526c18ffffff,15,197618.63,10.537068,-2.502559,0.07
8759a4273ffffff,7,1720669.53,17.156648,-2.144324,0.00
875934c5affffff,3,320433.63,21.989492,-2.129717,1.00
873824635ffffff,2289,945332.32,36.925185,-2.459127,0.20
873976c08ffffff,1,7295.73,41.350414,-2.564609,1.00
8759954e0ffffff,130,373024.38,12.468372,-2.481202,0.00
87390da84ffffff,17,231652.89,40.431744,-2.349208,1.00
8759922e9ffffff,20,86303.37,10.854879,-2.458741,0.00
8775229b2ffffff,8,176825.20,9.787570,-2.558326,1.00
877504b49ffffff,15,486649.07,8.352032,-2.451660,0.00
8738ae4caffffff,3,672896.10,27.993154,-2.710508,1.00
875568b5cffffff,9,314529.83,18.942465,-2.453921,0.00
8759a4041ffffff,13,196564.68,17.252294,-2.458766,0.00
875993d8cffffff,10,105094.52,11.176940,-2.469695,0.00
87750122bffffff,48,1082336.42,6.531359,-2.494725,0.62
87599552cffffff,1,24062.52,12.702976,-2.620103,0.00
8759a46f4ffffff,3,1965.47,16.781227,-2.453758,0.00
877522b95ffffff,467,426143.66,9.388536,-2.421035,0.00
8775050cdffffff,49,2191896.76,7.555907,-2.363700,1.00
87390bce1ffffff,60,237866.32,38.334358,-2.514144,0.00
873824075ffffff,448,667495.01,37.346511,-2.455177,0.17
8739769a8ffffff,301,767396.06,41.692755,-2.460420,0.21
8759b3368ffffff,77,224083.90,13.694554,-2.509355,0.00
877508c59ffffff,77,443608.47,5.486915,-2.432455,0.00
873815573ffffff,78,2142606.51,32.259109,-2.464158,0.00
877505ce8ffffff,114,235432.65,7.939543,-2.479159,0.00
873831b82ffffff,1459,2261318.54,34.613470,-2.477795,0.24
877526da1ffffff,5,63960.35,10.712691,-2.521252,0.00
87382471bffffff,1254,938054.39,36.940307,-2.475850,0.23
87390d718ffffff,97,480984.43,39.904833,-2.485359,0.38
8759a219effffff,33,219069.94,15.397758,-2.441896,0.00
877501324ffffff,61,393993.51,6.730848,-2.451768,0.00
873831ab0ffffff,164,263934.18,34.527020,-2.423886,0.00
877508d85ffffff,23,1394590.07,5.770246,-2.564631,1.00
87750138dffffff,22,407341.88,6.633286,-2.592147,0.00
873976481ffffff,406,547842.26,40.811417,-2.489092,0.11
8759a635bffffff,13,124940.57,16.269531,-2.489763,0.00
8759b326dffffff,376,698451.55,13.598564,-2.418825,0.00
8759922aeffffff,1,29021.17,10.838534,-2.643477,1.00
877501168ffffff,178,733960.78,6.892877,-2.486571,0.00
8759a24c3ffffff,104,587906.37,15.047483,-2.432343,0.00
87381235affffff,1,96118.73,30.352609,-2.473373,1.00
873908373ffffff,154,842691.96,39.267981,-2.504506,0.06
8738224f2ffffff,209,459963.50,34.916217,-2.424428,0.06
8775050ccffffff,10,447325.87,7.568539,-2.365904,1.00
873815988ffffff,64,670770.02,32.792648,-2.468013,0.00
873831728ffffff,120,489686.70,34.108063,-2.479562,0.00
873885023ffffff,1,224298.70,27.466816,-2.997419,1.00
873908229ffffff,284,1619063.20,39.178654,-2.440577,0.02
87750c4c6ffffff,4,8550.73,6.113451,-2.463003,0.00
875995559ffffff,18,146098.45,12.606896,-2.463411,0.00
8759906ddffffff,16,657414.59,11.401871,-2.390137,1.00
8759b1315ffffff,6,45168.03,14.533338,-2.388891,0.00
875995183ffffff,61,377373.13,12.773412,-2.447210,0.00
877522a98ffffff,249,439878.32,9.220839,-2.463529,0.08
8759a20adffffff,55,2054442.45,15.381692,-2.300984,0.00
875995191ffffff,16,54439.49,12.756205,-2.464696,0.00
8759a62d4ffffff,2,61569.64,16.065238,-2.530418,0.00
87390b8a0ffffff,840,817424.88,38.637737,-2.421149,0.00
877505c0affffff,214,414301.40,8.017222,-2.485506,0.00
875993daaffffff,38,151740.84,11.198118,-2.480340,0.00
87390db12ffffff,460,274697.77,40.613723,-2.441773,0.49
8759a636dffffff,17,98307.45,16.396041,-2.494794,0.00
873824a15ffffff,8,259974.08,37.595489,-2.308561,1.00
8759a4722ffffff,1,25390.92,17.025125,-2.607381,0.00
87392975affffff,32,1152459.88,41.808501,-2.754235,0.00
87390b435ffffff,30,88403.47,38.045764,-2.515663,0.00
877505724ffffff,49,777977.78,7.652935,-2.491451,1.00
873833211ffffff,81,1774722.90,33.170712,-2.541944,0.00
873974db2ffffff,1076,1016717.25,42.353800,-2.464570,0.00
87752654dffffff,36,299404.90,10.286136,-2.526974,0.00
873976545ffffff,12,86708.45,41.130529,-2.372876,1.00
873976416ffffff,30,92051.03,40.908561,-2.513981,1.00
87750116dffffff,19,89453.50,6.888371,-2.465147,0.00
87390d713ffffff,95,1409115.73,39.905667,-2.538448,0.97
877508d52ffffff,84,805533.06,5.669848,-2.438864,0.00
877501335ffffff,162,1237086.76,6.727492,-2.493449,0.13
873885022ffffff,2,448597.40,27.452134,-3.002319,1.00
87390835dffffff,47,426575.61,39.241887,-2.419673,0.45
877526d06ffffff,8,262080.96,10.718506,-2.446543,1.00
877501165ffffff,58,812132.89,6.949051,-2.489114,0.00
875990b82ffffff,93,797890.19,12.144944,-2.558853,0.00
873908ac3ffffff,5,27232.00,39.366710,-2.558947,0.00
87750c6b6ffffff,89,545141.77,5.946870,-2.442836,0.45
877501ba1ffffff,21,458783.82,6.930762,-2.361050,1.00
87750c490ffffff,12,207457.34,6.239784,-2.594765,0.00
875995cdeffffff,3,72187.55,12.719722,-2.590873,0.00
877501376ffffff,33,433451.45,6.634974,-2.437935,0.61
877523094ffffff,7,514075.38,8.579971,-2.224672,1.00
87750898effffff,9,545709.16,5.631317,-2.237731,1.00
8759a242dffffff,31,275093.92,15.237775,-2.497104,0.00
877504b6affffff,88,696584.67,8.404637,-2.450069,0.00
87390d622ffffff,145,682815.62,39.881914,-2.424533,0.33
87750116effffff,134,781598.82,6.908999,-2.499214,0.00
875993d2affffff,54,825370.73,11.329709,-2.443604,0.00
8738332e2ffffff,14,597562.74,33.140277,-2.451103,0.00
877522302ffffff,102,326268.59,9.134692,-2.493428,0.00
87599596bffffff,8,163527.29,13.304051,-2.359497,0.00
8738310c5ffffff,10,70134.73,34.227552,-2.451703,0.00
87750819affffff,177,860093.84,5.394854,-2.504036,0.00
87750eb40ffffff,16,44378.92,5.997503,-2.500490,0.00
873909d94ffffff,270,638952.26,39.392947,-2.449258,0.15
877522125ffffff,2,58793.94,9.512852,-2.556808,0.00
8739764acffffff,203,461764.68,40.874494,-2.480505,0.73
87599510effffff,15,131131.71,12.908131,-2.382202,0.00
87750875cffffff,11,189337.99,5.071761,-2.475445,0.00
877505cc4ffffff,8,27505.98,7.963892,-2.514488,0.00
8775012e8ffffff,54,476166.67,6.427610,-2.532432,0.00
875569118ffffff,14,588095.98,18.282073,-2.268232,0.00
877522335ffffff,168,457166.26,9.184764,-2.476727,0.15
8775234ddffffff,30,340131.80,8.502628,-2.450209,0.00
877508c5affffff,81,546104.60,5.505942,-2.465499,0.19
877522065ffffff,38,213935.44,9.285458,-2.510995,0.08
87390d0e4ffffff,193,719902.35,40.191203,-2.497682,0.00
87390b935ffffff,223,1685075.04,38.886078,-2.511769,0.00
873831866ffffff,227,6089984.57,34.798174,-2.643907,1.00
8738ae0f1ffffff,3,672896.10,28.364800,-2.526863,1.00
875986ca5ffffff,56,457309.14,13.745298,-2.423599,0.38
875569553ffffff,35,809111.50,18.289359,-2.585877,0.00
87752216affffff,18,118660.79,9.360059,-2.492790,0.00
875992252ffffff,18,298834.19,10.888790,-2.511855,0.00
87390d6b0ffffff,24,46117.10,39.707778,-2.514003,0.00
8759a6b55ffffff,1,56382.09,16.700190,-2.694159,0.00
8759340a9ffffff,1,106811.21,21.872999,-1.888479,1.00
87750c4a4ffffff,55,92968.52,6.265505,-2.496874,0.00
877508da1ffffff,3,181903.05,5.772998,-2.541463,1.00
8759954dcffffff,14,169279.69,12.381043,-2.451286,0.00
87556929cffffff,4,203297.74,17.764203,-2.304992,0.00
8759a292effffff,66,1401594.74,15.985382,-2.517905,0.00
875986d8dffffff,69,212446.70,13.796265,-2.439504,0.00
8759a24eaffffff,67,288009.51,15.081210,-2.420140,0.00
875993c91ffffff,22,242692.97,11.032216,-2.435374,0.00
87390b985ffffff,76,444522.88,38.719794,-2.502568,0.00
87390db36ffffff,1029,832858.67,40.688897,-2.477750,0.31
8759934b0ffffff,12,519275.46,10.722026,-2.337799,1.00
87750539bffffff,81,3623339.54,7.438965,-2.352827,1.00
8775052aeffffff,56,2505024.87,7.376767,-2.326389,1.00
87752666bffffff,17,98900.34,9.821994,-2.434343,0.00
87390bc46ffffff,924,1380495.74,38.427088,-2.486458,0.00
87750c79effffff,19,210392.44,5.981085,-2.414751,1.00
873833ae9ffffff,6,23926.84,33.545061,-2.517615,0.00
87556d4e0ffffff,1,132296.60,19.130897,-2.328415,0.00
877501334ffffff,70,532094.75,6.745492,-2.503621,0.43
873824a03ffffff,41,1332367.13,37.600674,-2.254410,1.00
877501ad6ffffff,125,364955.32,6.710613,-2.424753,0.00
87383336cffffff,25,572246.50,33.432497,-2.452909,0.00
87750856affffff,21,179879.54,5.411959,-2.547439,0.00
877501996ffffff,47,1924099.60,7.280840,-2.597968,1.00
8738158b2ffffff,18,12883.41,32.665968,-2.499658,0.00
877505085ffffff,105,335333.39,7.723881,-2.467261,0.00
8759a6299ffffff,36,952724.60,16.017413,-2.589910,0.00
873831849ffffff,267,2001382.25,34.754391,-2.493074,0.00
873976991ffffff,5,16728.70,41.601503,-2.514284,0.00
87382400affffff,87,530003.92,37.255310,-2.510674,1.00
877526625ffffff,221,188498.13,10.004901,-2.507728,0.00
873815812ffffff,2,14418.48,32.751362,-2.405991,1.00
8738854d9ffffff,4,897194.80,26.926578,-3.109147,1.00
8759b1044ffffff,74,482384.23,14.569340,-2.508166,0.00
873976541ffffff,2,14451.41,41.117877,-2.359102,1.00
877504a62ffffff,78,1004949.80,8.337586,-2.514951,0.00
87750818dffffff,12,74158.48,5.388938,-2.424712,0.00
873822542ffffff,82,42075.08,35.179904,-2.422190,0.00
87556dc81ffffff,1,132296.60,19.499283,-2.204476,0.00
8759a051cffffff,1,25147.49,16.198521,-2.289105,0.00
873815512ffffff,9,436743.40,32.147992,-2.636770,0.00
873908359ffffff,54,771545.83,39.224781,-2.400669,0.00
875995883ffffff,27,183671.20,13.021825,-2.488617,0.00
877508d50ffffff,18,43300.88,5.676536,-2.414455,0.00
875986da5ffffff,9,132518.60,13.859598,-2.508037,0.00
87390bc50ffffff,656,904193.72,38.384063,-2.499260,0.00
875990b8effffff,83,652232.04,12.146458,-2.522908,0.00
875990660ffffff,39,1058627.37,11.607275,-2.394927,0.00
87382471affffff,394,555669.78,36.937308,-2.500934,0.22
8775018c9ffffff,14,162424.46,6.961663,-2.464319,0.00
8739292abffffff,214,584951.25,41.942955,-2.508069,0.00
877522355ffffff,101,756457.94,9.038531,-2.420186,0.00
8739769adffffff,136,351168.93,41.713218,-2.450141,0.00
8739768a3ffffff,32,189887.66,41.557417,-2.388579,0.12
877501266ffffff,21,110595.46,6.499922,-2.434090,0.00
87599592effffff,15,87461.63,13.312439,-2.531711,0.00
875986cb5ffffff,85,272485.92,13.706379,-2.449236,0.00
877526c2bffffff,24,302677.10,10.541870,-2.423251,0.00
8775235a5ffffff,10,15154.96,8.823550,-2.433343,0.00
8759a429effffff,16,3932958.92,16.949514,-2.282780,0.00
87397691bffffff,148,858812.82,41.719580,-2.401677,0.00
873831610ffffff,17,243680.23,33.901011,-2.458139,1.00
8759b16d0ffffff,42,643667.92,14.010099,-2.432455,0.00
87390dba2ffffff,386,1279164.29,40.566888,-2.481458,0.00
873831a14ffffff,77,1478822.62,34.630211,-2.345852,0.51
8738ae3b0ffffff,12,2691584.41,28.405007,-2.375687,1.00
87390d6a3ffffff,86,387495.35,39.733470,-2.459506,0.24
8759935b1ffffff,10,327601.20,10.839819,-2.412803,1.00
87752662bffffff,12,98953.60,9.937126,-2.521089,1.00
877522332ffffff,2,31100.99,9.189533,-2.508906,0.00
87750188affffff,26,309965.18,7.096858,-2.582445,0.00
87390d602ffffff,19,63426.18,39.822709,-2.403490,0.00
8759a4676ffffff,18,4424578.79,16.887067,-2.412176,0.00
8759a255bffffff,17,197591.14,15.247015,-2.457758,0.00
87593476cffffff,12,1281734.53,21.778897,-1.673215,1.00
873833253ffffff,17,459489.64,33.193477,-2.384986,0.41
873929ae8ffffff,96,219467.12,42.382405,-2.518071,0.19
87383100effffff,134,1848581.02,34.322614,-2.545144,1.00
8759954c8ffffff,2,10384.01,12.414494,-2.409925,0.00
877522b8effffff,10,57033.24,9.349533,-2.386487,0.00
873831141ffffff,93,67065.31,34.480204,-2.507299,0.00
87390b4f0ffffff,62,327064.65,37.900467,-2.399268,0.05
875990322ffffff,4,143908.39,11.956353,-2.391214,1.00
873831b14ffffff,378,3174812.21,34.760153,-2.464870,0.00
87390d163ffffff,155,421428.99,40.423929,-2.515681,0.25
8775081b4ffffff,214,3296590.83,5.489635,-2.470131,0.55
877508d1dffffff,7,66542.80,5.734208,-2.460015,0.00
873824630ffffff,736,1093048.04,36.903325,-2.467659,0.01
87390bcecffffff,255,430145.54,38.342504,-2.487304,0.00
87390b473ffffff,51,1409576.13,38.037781,-2.316932,0.00
875986d21ffffff,14,207123.71,13.967912,-2.445822,0.00
875990badffffff,37,158746.78,12.214145,-2.510721,0.41
87397640effffff,8,17084.22,40.942491,-2.410492,0.00
875990b8bffffff,91,303276.90,12.130015,-2.484406,0.00
873810a30ffffff,2,21211.37,31.737773,-2.369040,0.00
